Investor name,Website,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum,profile_text
Israel Biotech Fund,http://israelbiotechfund.com/,,,,,VC,,,"
Name: Israel Biotech Fund
Type: VC
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Israel Growth Partners,https://www.igpcapital.com/,,,"5. Growth,6. Pre-IPO",,VC,,,"
Name: Israel Growth Partners
Type: VC
Focus: nan
Stages: 5. Growth,6. Pre-IPO
Locations: nan
Check Size: $nan to $nan
"
Israel HealthCare Ventures,http://www.ihcv.co.il/,,,"5. Growth,6. Pre-IPO",,VC,,,"
Name: Israel HealthCare Ventures
Type: VC
Focus: nan
Stages: 5. Growth,6. Pre-IPO
Locations: nan
Check Size: $nan to $nan
"
IIP Israel Investment Partners,https://www.iip.co.il/,,,"5. Growth,6. Pre-IPO",,VC,,,"
Name: IIP Israel Investment Partners
Type: VC
Focus: nan
Stages: 5. Growth,6. Pre-IPO
Locations: nan
Check Size: $nan to $nan
"
Israel Secondary Fund,http://www.israelsecondary.com/,,,"5. Growth,6. Pre-IPO",,VC,,,"
Name: Israel Secondary Fund
Type: VC
Focus: nan
Stages: 5. Growth,6. Pre-IPO
Locations: nan
Check Size: $nan to $nan
"
IT Farm,https://www.it-farm.com/,Japan,"USA,Japan","2. Prototype,3. Early Revenue",,VC,,,"
Name: IT Farm
Type: VC
Focus: nan
Stages: 2. Prototype,3. Early Revenue
Locations: USA,Japan
Check Size: $nan to $nan
"
IT-Translation,https://it-translation.fr/en/,France,France,3. Early Revenue,,VC,,,"
Name: IT-Translation
Type: VC
Focus: nan
Stages: 3. Early Revenue
Locations: France
Check Size: $nan to $nan
"
Italian Angels for Growth,http://www.italianangels.net/,,,,,Angel network,,,"
Name: Italian Angels for Growth
Type: Angel network
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Italian Business Angel Network,http://www.iban.it/,,,,,Angel network,,,"
Name: Italian Business Angel Network
Type: Angel network
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
iTech Capital,http://www.itcap.ru/,,,,,VC,,,"
Name: iTech Capital
Type: VC
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Itochu Techno-Solutions,http://www.ctc-g.co.jp/en/index.html,,Japan,,,Corporate VC,,,"
Name: Itochu Techno-Solutions
Type: Corporate VC
Focus: nan
Stages: nan
Locations: Japan
Check Size: $nan to $nan
"
ITV Itochu Technology Ventures,http://www.techv.co.jp/en/,,Japan,,,VC,,,"
Name: ITV Itochu Technology Ventures
Type: VC
Focus: nan
Stages: nan
Locations: Japan
Check Size: $nan to $nan
"
ITR Ventures,https://www.itrventures.com/,,,,,VC,,,"
Name: ITR Ventures
Type: VC
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
IU Angel Network,https://iuventures.com/investors/,,,,,Angel network,,,"
Name: IU Angel Network
Type: Angel network
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
iVentures Asia,https://www.iventureim.com/,,Hong Kong,,,VC,,,"
Name: iVentures Asia
Type: VC
Focus: nan
Stages: nan
Locations: Hong Kong
Check Size: $nan to $nan
"
IVP,https://www.ivp.com/,"Menlo Park, California, United States",USA,,,Other,,,"
Name: IVP
Type: Other
Focus: nan
Stages: nan
Locations: USA
Check Size: $nan to $nan
"
iXcore,http://www.ixcore.com/,,France,,,Other,,,"
Name: iXcore
Type: Other
Focus: nan
Stages: nan
Locations: France
Check Size: $nan to $nan
"
iXFund,http://www.ixfund.net/,France,France,3. Early Revenue,,VC,,,"
Name: iXFund
Type: VC
Focus: nan
Stages: 3. Early Revenue
Locations: France
Check Size: $nan to $nan
"
IXO Private Equity,https://www.ixope.fr/,,France,,,Other,,,"
Name: IXO Private Equity
Type: Other
Focus: nan
Stages: nan
Locations: France
Check Size: $nan to $nan
"
J. Hunt Holdings,http://jhuntholdings.com/,"Vienna, Virginia, United States",USA,,,Family office,,,"
Name: J. Hunt Holdings
Type: Family office
Focus: nan
Stages: nan
Locations: USA
Check Size: $nan to $nan
"
Jackson Square Ventures,https://www.jsv.com/,,,3. Early Revenue,,VC,,,"
Name: Jackson Square Ventures
Type: VC
Focus: nan
Stages: 3. Early Revenue
Locations: nan
Check Size: $nan to $nan
"
JAFCO Group,https://www.jafco.co.jp/english/,,Japan,,,VC,,,"
Name: JAFCO Group
Type: VC
Focus: nan
Stages: nan
Locations: Japan
Check Size: $nan to $nan
"
Jaina Capital,http://www.jaina.fr/?lang=en,,France,,,Other,,,"
Name: Jaina Capital
Type: Other
Focus: nan
Stages: nan
Locations: France
Check Size: $nan to $nan
"
JAL Ventures,http://www.jalventures.com,,,"2. Prototype,3. Early Revenue",,VC,,,"
Name: JAL Ventures
Type: VC
Focus: nan
Stages: 2. Prototype,3. Early Revenue
Locations: nan
Check Size: $nan to $nan
"
Jalia Ventures,http://www.jaliaventures.com/,,,"2. Prototype,3. Early Revenue",,VC,,,"
Name: Jalia Ventures
Type: VC
Focus: nan
Stages: 2. Prototype,3. Early Revenue
Locations: nan
Check Size: $nan to $nan
"
JamJar Investments,http://www.jamjarinvestments.com/,,,,,VC,,,"
Name: JamJar Investments
Type: VC
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Janvest Capital Partners,https://www.janvest.com/,USA,"Israel,USA",3. Early Revenue,,VC,,,"
Name: Janvest Capital Partners
Type: VC
Focus: nan
Stages: 3. Early Revenue
Locations: Israel,USA
Check Size: $nan to $nan
"
Japan Airlines Innovation Fund,https://www.jal.com/en/,,Japan,,,Corporate VC,,,"
Name: Japan Airlines Innovation Fund
Type: Corporate VC
Focus: nan
Stages: nan
Locations: Japan
Check Size: $nan to $nan
"
Japan Asia Investment,http://www.jaic-vc.co.jp/eng/index.html,,Japan,,,VC,,,"
Name: Japan Asia Investment
Type: VC
Focus: nan
Stages: nan
Locations: Japan
Check Size: $nan to $nan
"
Japan Post,https://www.post.japanpost.jp/index_en.html,,Japan,,,Corporate VC,,,"
Name: Japan Post
Type: Corporate VC
Focus: nan
Stages: nan
Locations: Japan
Check Size: $nan to $nan
"
Japan Private Equity,http://www.private-equity.co.jp/,,Japan,,,VC,,,"
Name: Japan Private Equity
Type: VC
Focus: nan
Stages: nan
Locations: Japan
Check Size: $nan to $nan
"
Javelin Venture Partners,https://javelinvp.com/,"San Francisco, California, United States",USA,,,Other,,,"
Name: Javelin Venture Partners
Type: Other
Focus: nan
Stages: nan
Locations: USA
Check Size: $nan to $nan
"
JaxAngels,https://www.jaxangels.com/,,,,,Angel network,,,"
Name: JaxAngels
Type: Angel network
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
JCI Ventures,http://www.johnsoncontrols.com/ventures,"San Mateo, California, United States",USA,,,Corporate VC,,,"
Name: JCI Ventures
Type: Corporate VC
Focus: nan
Stages: nan
Locations: USA
Check Size: $nan to $nan
"
Jefferson Corner Group,http://www.fundingpost.com/angelgroup/angel-group-profile.asp?fund=61,,,,,Angel network,,,"
Name: Jefferson Corner Group
Type: Angel network
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Jeito Capital,https://www.jeito.life/,France,France,3. Early Revenue,,VC,,,"
Name: Jeito Capital
Type: VC
Focus: nan
Stages: 3. Early Revenue
Locations: France
Check Size: $nan to $nan
"
Jerusalem Global Ventures,http://www.jgv.com/,,,"5. Growth,6. Pre-IPO",,VC,,,"
Name: Jerusalem Global Ventures
Type: VC
Focus: nan
Stages: 5. Growth,6. Pre-IPO
Locations: nan
Check Size: $nan to $nan
"
JetBlue Ventures,https://www.jetblueventures.com/,USA,"USA,Israel,Canada",3. Early Revenue,,VC,,,"
Name: JetBlue Ventures
Type: VC
Focus: nan
Stages: 3. Early Revenue
Locations: USA,Israel,Canada
Check Size: $nan to $nan
"
JF2 Capital Partners,https://www.jf2capital.com/,"Dallas, Texas, United States",USA,,,Family office,,,"
Name: JF2 Capital Partners
Type: Family office
Focus: nan
Stages: nan
Locations: USA
Check Size: $nan to $nan
"
"JFFLabs, Inc. dba EmploymentTechnology Fund",http://jff.org/etf,,,,,Other,,,"
Name: JFFLabs, Inc. dba EmploymentTechnology Fund
Type: Other
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
JiangMen Ventures,http://thejiangmen.com/en/index,China,"Israel,USA,Canada,China",3. Early Revenue,,VC,,,"
Name: JiangMen Ventures
Type: VC
Focus: nan
Stages: 3. Early Revenue
Locations: Israel,USA,Canada,China
Check Size: $nan to $nan
"
JJDC by Johnson & Johnson,https://www.jnjinnovation.com/jjdc,"Cambridge, Massachusetts, United States",USA,,,Corporate VC,,,"
Name: JJDC by Johnson & Johnson
Type: Corporate VC
Focus: nan
Stages: nan
Locations: USA
Check Size: $nan to $nan
"
JK&B Capital,http://www.jkbcapital.com/,"Chicago, Illinois, United States",USA,,,Other,,,"
Name: JK&B Capital
Type: Other
Focus: nan
Stages: nan
Locations: USA
Check Size: $nan to $nan
"
JMA Consultants,https://www.jmac.co.jp/,,Japan,,,Corporate VC,,,"
Name: JMA Consultants
Type: Corporate VC
Focus: nan
Stages: nan
Locations: Japan
Check Size: $nan to $nan
"
Johnson Venture Partners,https://www.jvpfund.com/,,USA,,,Other,,,"
Name: Johnson Venture Partners
Type: Other
Focus: nan
Stages: nan
Locations: USA
Check Size: $nan to $nan
"
Join Capital,https://www.join.capital/,"Straßburger Str. 55, Berlin, Berlin 10405, DE","Germany,Estonia,France,Spain,Portugal,Switzerland,UK,Nepal,Netherlands,Belgium,Finland,Sweden,Latvia,Lithuania,Denmark,Ireland,Czech Republic,Greece,Hungary,Italy,Norway,Poland",3. Early Revenue,"We invest in European B2B SaaS companies with focus on Industry Tech, Property Tech, and Enterprise Tech. Ideally with solid POCs or early revenues. ",VC,"$500,000","$3,000,000","
Name: Join Capital
Type: VC
Focus: We invest in European B2B SaaS companies with focus on Industry Tech, Property Tech, and Enterprise Tech. Ideally with solid POCs or early revenues. 
Stages: 3. Early Revenue
Locations: Germany,Estonia,France,Spain,Portugal,Switzerland,UK,Nepal,Netherlands,Belgium,Finland,Sweden,Latvia,Lithuania,Denmark,Ireland,Czech Republic,Greece,Hungary,Italy,Norway,Poland
Check Size: $$500,000 to $$3,000,000
"
Jolt Capital,https://jolt-capital.com/,France,"USA,Israel,Canada,France",3. Early Revenue,,VC,,,"
Name: Jolt Capital
Type: VC
Focus: nan
Stages: 3. Early Revenue
Locations: USA,Israel,Canada,France
Check Size: $nan to $nan
"
Jopeko Capital,http://www.jopekocapital.com,"Boston, Massachusetts, United States",USA,,,Family office,,,"
Name: Jopeko Capital
Type: Family office
Focus: nan
Stages: nan
Locations: USA
Check Size: $nan to $nan
"
Journey Ventures,http://www.journeyventures.com/,,,"5. Growth,6. Pre-IPO",,VC,,,"
Name: Journey Ventures
Type: VC
Focus: nan
Stages: 5. Growth,6. Pre-IPO
Locations: nan
Check Size: $nan to $nan
"
Jovono,https://www.jovono.com/,,,"2. Prototype,3. Early Revenue",,VC,,,"
Name: Jovono
Type: VC
Focus: nan
Stages: 2. Prototype,3. Early Revenue
Locations: nan
Check Size: $nan to $nan
"
Joy Capital,http://www.joycapital.com.cn/?s=en/team/index,,,,,Other,,,"
Name: Joy Capital
Type: Other
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Joy Ventures,http://joyventures.com/,,,"5. Growth,6. Pre-IPO",,VC,,,"
Name: Joy Ventures
Type: VC
Focus: nan
Stages: 5. Growth,6. Pre-IPO
Locations: nan
Check Size: $nan to $nan
"
Joyance Partners,https://www.joyancepartners.com/,USA,"USA,Israel,Canada",,,VC,,,"
Name: Joyance Partners
Type: VC
Focus: nan
Stages: nan
Locations: USA,Israel,Canada
Check Size: $nan to $nan
"
Joyo Capital Partners,http://www.jir-web.co.jp/,,Japan,,,VC,,,"
Name: Joyo Capital Partners
Type: VC
Focus: nan
Stages: nan
Locations: Japan
Check Size: $nan to $nan
"
JPIF Joint Polish Investment Fund,http://www.jpifund.com/,Poland,Poland,3. Early Revenue,,VC,"$500,000",,"
Name: JPIF Joint Polish Investment Fund
Type: VC
Focus: nan
Stages: 3. Early Revenue
Locations: Poland
Check Size: $$500,000 to $nan
"
JR East Start Up,http://jrestartup.co.jp/,,Japan,,,Corporate VC,,,"
Name: JR East Start Up
Type: Corporate VC
Focus: nan
Stages: nan
Locations: Japan
Check Size: $nan to $nan
"
JSR Corporation,https://www.jsr.co.jp/jsr_e/,Japan,USA,3. Early Revenue,,Corporate VC,,,"
Name: JSR Corporation
Type: Corporate VC
Focus: nan
Stages: 3. Early Revenue
Locations: USA
Check Size: $nan to $nan
"
JTB,https://www.jtbcorp.jp/en/,,Japan,,,Corporate VC,,,"
Name: JTB
Type: Corporate VC
Focus: nan
Stages: nan
Locations: Japan
Check Size: $nan to $nan
"
Julius Capital Partners,http://www.juliuscap.com,"New York, New York, United States",USA,,,Family office,,,"
Name: Julius Capital Partners
Type: Family office
Focus: nan
Stages: nan
Locations: USA
Check Size: $nan to $nan
"
Jump Capital,https://jumpcap.com/,"Chicago, Illinois, United States",USA,,,Other,,,"
Name: Jump Capital
Type: Other
Focus: nan
Stages: nan
Locations: USA
Check Size: $nan to $nan
"
Jumpspeed Ventures,https://jumpspeed.co/,"Jerusalem, Israel",Israel,"1. Idea or Patent,2. Prototype","We invest in Jerusalem, Israel originated early stage tech startups ",VC,"$200,000","$1,000,000","
Name: Jumpspeed Ventures
Type: VC
Focus: We invest in Jerusalem, Israel originated early stage tech startups 
Stages: 1. Idea or Patent,2. Prototype
Locations: Israel
Check Size: $$200,000 to $$1,000,000
"
Jumpstart New Jersey Angel Network,http://www.jumpstartnj.com/,,,,,Angel network,,,"
Name: Jumpstart New Jersey Angel Network
Type: Angel network
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Jungle Ventures,https://www.jungle.vc,Singapore,"Singapore,Australia",3. Early Revenue,,VC,"$1,000,000",,"
Name: Jungle Ventures
Type: VC
Focus: nan
Stages: 3. Early Revenue
Locations: Singapore,Australia
Check Size: $$1,000,000 to $nan
"
JVP Jerusalem Venture Partners,https://www.jvpvc.com/,"Margalit Start Up City, 24 Hebron Road, Jerusalem, Israel","USA,Israel,Canada","3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO,2. Prototype","We invest in entrepreneurs from the earliest stage of investment and all the way to exit, building international market leaders, out of our hubs in Jerusalem (HQ), Beer Sheva (cyber), New York (cyber, fintech, food tech), Galilee (food and Agtech), Haifa (digital health). ",VC,"$1,000,000","$40,000,000","
Name: JVP Jerusalem Venture Partners
Type: VC
Focus: We invest in entrepreneurs from the earliest stage of investment and all the way to exit, building international market leaders, out of our hubs in Jerusalem (HQ), Beer Sheva (cyber), New York (cyber, fintech, food tech), Galilee (food and Agtech), Haifa (digital health). 
Stages: 3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO,2. Prototype
Locations: USA,Israel,Canada
Check Size: $$1,000,000 to $$40,000,000
"
Jynwel Capital​,http://www.jynwelcapital.com/,,Hong Kong,,,VC,,,"
Name: Jynwel Capital​
Type: VC
Focus: nan
Stages: nan
Locations: Hong Kong
Check Size: $nan to $nan
"
K - Invest,http://www.k-invest.de,"Pforzheim, Baden-Wurttemberg, Germany",Germany,,,Corporate VC,,,"
Name: K - Invest
Type: Corporate VC
Focus: nan
Stages: nan
Locations: Germany
Check Size: $nan to $nan
"
K Cube Ventures,http://www.kcubeventures.co.kr/,,,,,VC,,,"
Name: K Cube Ventures
Type: VC
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
K Fund,https://en.kfund.vc/,"Calle Juan Bravo 10, 28006, Madrid, Spain","Spain,Portugal,USA,UK,Germany","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in pre-seed to pre-Series A B2B and B2C companies across Europe and the US.,VC,"$100,000","$2,000,000","
Name: K Fund
Type: VC
Focus: We invest in pre-seed to pre-Series A B2B and B2C companies across Europe and the US.
Stages: 1. Idea or Patent,2. Prototype,3. Early Revenue
Locations: Spain,Portugal,USA,UK,Germany
Check Size: $$100,000 to $$2,000,000
"
K4 Ventures,http://www.k4v.co.jp/,,Japan,,,Corporate VC,,,"
Name: K4 Ventures
Type: Corporate VC
Focus: nan
Stages: nan
Locations: Japan
Check Size: $nan to $nan
"
K5 Ventures,http://k5ventures.com/,,,"2. Prototype,3. Early Revenue",,VC,,,"
Name: K5 Ventures
Type: VC
Focus: nan
Stages: 2. Prototype,3. Early Revenue
Locations: nan
Check Size: $nan to $nan
"
Kaas Ventures,https://kaas.vc/,"P.C. Hooftstraat 141, 1071 BT, The Netherlands","Netherlands,Germany,UK,Belgium,France",3. Early Revenue,We invest in the most promising consumer-only brands across Europe,Angel network,"$50,000","$1,000,000","
Name: Kaas Ventures
Type: Angel network
Focus: We invest in the most promising consumer-only brands across Europe
Stages: 3. Early Revenue
Locations: Netherlands,Germany,UK,Belgium,France
Check Size: $$50,000 to $$1,000,000
"
Kachuwa InvestmentCooperative PBC,https://www.kachuwaimpactfund.com/,,,,,Other,,,"
Name: Kachuwa InvestmentCooperative PBC
Type: Other
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Kactus Capital Management,http://www.KactusCapital.com,"New York, New York, United States",USA,,,Family office,,,"
Name: Kactus Capital Management
Type: Family office
Focus: nan
Stages: nan
Locations: USA
Check Size: $nan to $nan
"
Kadima Group,https://www.kadimagroup.com.au/,Australia,Australia,,,VC,,,"
Name: Kadima Group
Type: VC
Focus: nan
Stages: nan
Locations: Australia
Check Size: $nan to $nan
"
Kaedan Capital,http://www.kaedan.com/,,,"5. Growth,6. Pre-IPO",,VC,,,"
Name: Kaedan Capital
Type: VC
Focus: nan
Stages: 5. Growth,6. Pre-IPO
Locations: nan
Check Size: $nan to $nan
"
Kairos VC,https://www.kairos.com/,,,,,VC,,,"
Name: Kairos VC
Type: VC
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Kairos Ventures,http://www.kairosventures.com,,,,,VC,,,"
Name: Kairos Ventures
Type: VC
Focus: nan
Stages: nan
Locations: nan
Check Size: $nan to $nan
"
Kaiser Permanente Ventures,http://www.kpventures.com,"Oakland, California, United States",USA,,,Corporate VC,,,"
Name: Kaiser Permanente Ventures
Type: Corporate VC
Focus: nan
Stages: nan
Locations: USA
Check Size: $nan to $nan
"
Kakao Investment,http://www.kvgcorp.com,"Seongnam, Kyonggi-do, South Korea",South Korea,,,Corporate VC,,,"
Name: Kakao Investment
Type: Corporate VC
Focus: nan
Stages: nan
Locations: South Korea
Check Size: $nan to $nan
"
